ID,Province,Regency,District
5459,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,SINIU
5460,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,TINOMBO
5461,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,TINOMBO SELATAN
5462,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,SIDOAN
5463,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,TOMINI
5464,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,MEPANGA
5465,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,PALASA
5466,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,MOUTONG
5467,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,BOLANO LAMBUNU
5468,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,TAOPA
5469,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,BOLANO
5470,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG,ONGKA MALINO
5471,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,TOJO BARAT
5472,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,TOJO
5473,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,ULUBONGKA
5474,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,AMPANA TETE
5475,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,AMPANA KOTA
5476,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,RATOLINDO
5477,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,UNA - UNA
5478,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,BATUDAKA
5479,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,TOGEAN
5480,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,WALEA KEPULAUAN
5481,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,WALEA BESAR
5482,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA,TALATAKO
5483,SULAWESI TENGAH,KABUPATEN SIGI,PIPIKORO
5484,SULAWESI TENGAH,KABUPATEN SIGI,KULAWI SELATAN
5485,SULAWESI TENGAH,KABUPATEN SIGI,KULAWI
5486,SULAWESI TENGAH,KABUPATEN SIGI,LINDU
5487,SULAWESI TENGAH,KABUPATEN SIGI,NOKILALAKI
5488,SULAWESI TENGAH,KABUPATEN SIGI,PALOLO
5489,SULAWESI TENGAH,KABUPATEN SIGI,GUMBASA
5490,SULAWESI TENGAH,KABUPATEN SIGI,DOLO SELATAN
5491,SULAWESI TENGAH,KABUPATEN SIGI,DOLO BARAT
5492,SULAWESI TENGAH,KABUPATEN SIGI,TANAMBULAVA
5493,SULAWESI TENGAH,KABUPATEN SIGI,DOLO
5494,SULAWESI TENGAH,KABUPATEN SIGI,SIGI BIROMARU
5495,SULAWESI TENGAH,KABUPATEN SIGI,MARAWOLA
5496,SULAWESI TENGAH,KABUPATEN SIGI,MARAWOLA BARAT
5497,SULAWESI TENGAH,KABUPATEN SIGI,KINOVARO
5498,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT,BANGKURUNG
5499,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT,LABOBO
5500,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT,BANGGAI UTARA
5501,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT,BANGGAI
5502,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT,BANGGAI TENGAH
5503,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT,BANGGAI SELATAN
5504,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT,BOKAN KEPULAUAN
5505,SULAWESI TENGAH,KABUPATEN MOROWALI UTARA,MORI ATAS
5506,SULAWESI TENGAH,KABUPATEN MOROWALI UTARA,LEMBO
5507,SULAWESI TENGAH,KABUPATEN MOROWALI UTARA,LEMBO RAYA
5508,SULAWESI TENGAH,KABUPATEN MOROWALI UTARA,PETASIA TIMUR
5509,SULAWESI TENGAH,KABUPATEN MOROWALI UTARA,PETASIA
5510,SULAWESI TENGAH,KABUPATEN MOROWALI UTARA,PETASIA BARAT
5511,SULAWESI TENGAH,KABUPATEN MOROWALI UTARA,MORI UTARA
5512,SULAWESI TENGAH,KABUPATEN MOROWALI UTARA,SOYO JAYA
5513,SULAWESI TENGAH,KABUPATEN MOROWALI UTARA,BUNGKU UTARA
5514,SULAWESI TENGAH,KABUPATEN MOROWALI UTARA,MAMOSALATO
5515,SULAWESI TENGAH,KOTA PALU,PALU BARAT
5516,SULAWESI TENGAH,KOTA PALU,TATANGA
5517,SULAWESI TENGAH,KOTA PALU,ULUJADI
5518,SULAWESI TENGAH,KOTA PALU,PALU SELATAN
5519,SULAWESI TENGAH,KOTA PALU,PALU TIMUR
5520,SULAWESI TENGAH,KOTA PALU,MANTIKULORE
5521,SULAWESI TENGAH,KOTA PALU,PALU UTARA
5522,SULAWESI TENGAH,KOTA PALU,TAWAELI
5523,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR,PASIMARANNU
5524,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR,PASILAMBENA
5525,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR,PASIMASSUNGGU
5526,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR,TAKABONERATE
5527,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR,PASIMASSUNGGU TIMUR
5528,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR,BONTOSIKUYU
5529,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR,BONTOHARU
5530,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR,BENTENG
5531,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR,BONTOMANAI
5532,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR,BONTOMATENE
5533,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR,BUKI
5534,SULAWESI SELATAN,KABUPATEN BULUKUMBA,GANTARANG
5535,SULAWESI SELATAN,KABUPATEN BULUKUMBA,UJUNG BULU
5536,SULAWESI SELATAN,KABUPATEN BULUKUMBA,UJUNG LOE
5537,SULAWESI SELATAN,KABUPATEN BULUKUMBA,BONTO BAHARI
5538,SULAWESI SELATAN,KABUPATEN BULUKUMBA,BONTOTIRO
5539,SULAWESI SELATAN,KABUPATEN BULUKUMBA,HERO LANGE-LANGE
5540,SULAWESI SELATAN,KABUPATEN BULUKUMBA,KAJANG
5541,SULAWESI SELATAN,KABUPATEN BULUKUMBA,BULUKUMPA
5542,SULAWESI SELATAN,KABUPATEN BULUKUMBA,RILAU ALE
5543,SULAWESI SELATAN,KABUPATEN BULUKUMBA,KINDANG
5544,SULAWESI SELATAN,KABUPATEN BANTAENG,BISSAPPU
5545,SULAWESI SELATAN,KABUPATEN BANTAENG,ULUERE
5546,SULAWESI SELATAN,KABUPATEN BANTAENG,SINOA
5547,SULAWESI SELATAN,KABUPATEN BANTAENG,BANTAENG
5548,SULAWESI SELATAN,KABUPATEN BANTAENG,EREMERASA
5549,SULAWESI SELATAN,KABUPATEN BANTAENG,TOMPOBULU
5550,SULAWESI SELATAN,KABUPATEN BANTAENG,PA'JUKUKANG
5551,SULAWESI SELATAN,KABUPATEN BANTAENG,GANTARANGKEKE
5552,SULAWESI SELATAN,KABUPATEN JENEPONTO,BANGKALA
5553,SULAWESI SELATAN,KABUPATEN JENEPONTO,BANGKALA BARAT
5554,SULAWESI SELATAN,KABUPATEN JENEPONTO,TAMALATEA
5555,SULAWESI SELATAN,KABUPATEN JENEPONTO,BONTORAMBA
5556,SULAWESI SELATAN,KABUPATEN JENEPONTO,BINAMU
5557,SULAWESI SELATAN,KABUPATEN JENEPONTO,TURATEA
5558,SULAWESI SELATAN,KABUPATEN JENEPONTO,BATANG
5559,SULAWESI SELATAN,KABUPATEN JENEPONTO,ARUNGKEKE
5560,SULAWESI SELATAN,KABUPATEN JENEPONTO,TAROWANG
5561,SULAWESI SELATAN,KABUPATEN JENEPONTO,KELARA
5562,SULAWESI SELATAN,KABUPATEN JENEPONTO,RUMBIA
5563,SULAWESI SELATAN,KABUPATEN TAKALAR,MANGARA BOMBANG
5564,SULAWESI SELATAN,KABUPATEN TAKALAR,MAPPAKASUNGGU
5565,SULAWESI SELATAN,KABUPATEN TAKALAR,SANROBONE
5566,SULAWESI SELATAN,KABUPATEN TAKALAR,POLOMBANGKENG SELATAN
5567,SULAWESI SELATAN,KABUPATEN TAKALAR,PATTALLASSANG
5568,SULAWESI SELATAN,KABUPATEN TAKALAR,POLOMBANGKENG UTARA
5569,SULAWESI SELATAN,KABUPATEN TAKALAR,GALESONG SELATAN
5570,SULAWESI SELATAN,KABUPATEN TAKALAR,GALESONG
5571,SULAWESI SELATAN,KABUPATEN TAKALAR,GALESONG UTARA
5572,SULAWESI SELATAN,KABUPATEN GOWA,BONTONOMPO
5573,SULAWESI SELATAN,KABUPATEN GOWA,BONTONOMPO SELATAN
5574,SULAWESI SELATAN,KABUPATEN GOWA,BAJENG
5575,SULAWESI SELATAN,KABUPATEN GOWA,BAJENG BARAT
5576,SULAWESI SELATAN,KABUPATEN GOWA,PALLANGGA
5577,SULAWESI SELATAN,KABUPATEN GOWA,BAROMBONG
5578,SULAWESI SELATAN,KABUPATEN GOWA,SOMBA OPU
5579,SULAWESI SELATAN,KABUPATEN GOWA,BONTOMARANNU
5580,SULAWESI SELATAN,KABUPATEN GOWA,PATTALLASSANG
5581,SULAWESI SELATAN,KABUPATEN GOWA,PARANGLOE
5582,SULAWESI SELATAN,KABUPATEN GOWA,MANUJU
5583,SULAWESI SELATAN,KABUPATEN GOWA,TINGGIMONCONG
5584,SULAWESI SELATAN,KABUPATEN GOWA,TOMBOLO PAO
5585,SULAWESI SELATAN,KABUPATEN GOWA,PARIGI
5586,SULAWESI SELATAN,KABUPATEN GOWA,BUNGAYA
5587,SULAWESI SELATAN,KABUPATEN GOWA,BONTOLEMPANGAN
5588,SULAWESI SELATAN,KABUPATEN GOWA,TOMPOBULU
5589,SULAWESI SELATAN,KABUPATEN GOWA,BIRINGBULU
5590,SULAWESI SELATAN,KABUPATEN SINJAI,SINJAI BARAT
5591,SULAWESI SELATAN,KABUPATEN SINJAI,SINJAI BORONG
5592,SULAWESI SELATAN,KABUPATEN SINJAI,SINJAI SELATAN
5593,SULAWESI SELATAN,KABUPATEN SINJAI,TELLU LIMPOE
5594,SULAWESI SELATAN,KABUPATEN SINJAI,SINJAI TIMUR
5595,SULAWESI SELATAN,KABUPATEN SINJAI,SINJAI TENGAH
5596,SULAWESI SELATAN,KABUPATEN SINJAI,SINJAI UTARA
5597,SULAWESI SELATAN,KABUPATEN SINJAI,BULUPODDO
5598,SULAWESI SELATAN,KABUPATEN SINJAI,PULAU SEMBILAN
5599,SULAWESI SELATAN,KABUPATEN MAROS,MANDAI
5600,SULAWESI SELATAN,KABUPATEN MAROS,MONCONGLOE
5601,SULAWESI SELATAN,KABUPATEN MAROS,MAROS BARU
5602,SULAWESI SELATAN,KABUPATEN MAROS,MARUSU
5603,SULAWESI SELATAN,KABUPATEN MAROS,TURIKALE
5604,SULAWESI SELATAN,KABUPATEN MAROS,LAU
5605,SULAWESI SELATAN,KABUPATEN MAROS,BONTOA
5606,SULAWESI SELATAN,KABUPATEN MAROS,BANTIMURUNG
5607,SULAWESI SELATAN,KABUPATEN MAROS,SIMBANG
5608,SULAWESI SELATAN,KABUPATEN MAROS,TANRALILI
5609,SULAWESI SELATAN,KABUPATEN MAROS,TOMPU BULU
5610,SULAWESI SELATAN,KABUPATEN MAROS,CAMBA
5611,SULAWESI SELATAN,KABUPATEN MAROS,CENRANA
5612,SULAWESI SELATAN,KABUPATEN MAROS,MALLAWA
5613,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,LIUKANG TANGAYA
5614,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,LIUKANG KALMAS
5615,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,LIUKANG TUPABBIRING
5616,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,LIUKANG TUPABBIRING UTARA
5617,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,PANGKAJENE
5618,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,MINASATENE
5619,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,BALOCCI
5620,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,TONDONG TALLASA
5621,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,BUNGORO
5622,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,LABAKKANG
5623,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,MA'RANG
5624,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,SEGERI
5625,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN,MANDALLE
5626,SULAWESI SELATAN,KABUPATEN BARRU,TANETE RIAJA
5627,SULAWESI SELATAN,KABUPATEN BARRU,PUJANANTING
5628,SULAWESI SELATAN,KABUPATEN BARRU,TANETE RILAU
5629,SULAWESI SELATAN,KABUPATEN BARRU,BARRU
5630,SULAWESI SELATAN,KABUPATEN BARRU,SOPPENG RIAJA
5631,SULAWESI SELATAN,KABUPATEN BARRU,BALUSU
5632,SULAWESI SELATAN,KABUPATEN BARRU,MALLUSETASI
5633,SULAWESI SELATAN,KABUPATEN BONE,BONTOCANI
5634,SULAWESI SELATAN,KABUPATEN BONE,KAHU
5635,SULAWESI SELATAN,KABUPATEN BONE,KAJUARA
5636,SULAWESI SELATAN,KABUPATEN BONE,SALOMEKKO
5637,SULAWESI SELATAN,KABUPATEN BONE,TONRA
5638,SULAWESI SELATAN,KABUPATEN BONE,PATIMPENG
5639,SULAWESI SELATAN,KABUPATEN BONE,LIBURENG
5640,SULAWESI SELATAN,KABUPATEN BONE,MARE
5641,SULAWESI SELATAN,KABUPATEN BONE,SIBULUE
5642,SULAWESI SELATAN,KABUPATEN BONE,CINA
5643,SULAWESI SELATAN,KABUPATEN BONE,BAREBBO
5644,SULAWESI SELATAN,KABUPATEN BONE,PONRE
5645,SULAWESI SELATAN,KABUPATEN BONE,LAPPARIAJA
5646,SULAWESI SELATAN,KABUPATEN BONE,LAMURU
5647,SULAWESI SELATAN,KABUPATEN BONE,TELLU LIMPOE
5648,SULAWESI SELATAN,KABUPATEN BONE,BENGO
5649,SULAWESI SELATAN,KABUPATEN BONE,ULAWENG
5650,SULAWESI SELATAN,KABUPATEN BONE,PALAKKA
5651,SULAWESI SELATAN,KABUPATEN BONE,AWANGPONE
5652,SULAWESI SELATAN,KABUPATEN BONE,TELLU SIATTINGE
5653,SULAWESI SELATAN,KABUPATEN BONE,AMALI
5654,SULAWESI SELATAN,KABUPATEN BONE,AJANGALE
5655,SULAWESI SELATAN,KABUPATEN BONE,DUA BOCCOE
5656,SULAWESI SELATAN,KABUPATEN BONE,CENRANA
5657,SULAWESI SELATAN,KABUPATEN BONE,TANETE RIATTANG BARAT
5658,SULAWESI SELATAN,KABUPATEN BONE,TANETE RIATTANG
5659,SULAWESI SELATAN,KABUPATEN BONE,TANETE RIATTANG TIMUR
5660,SULAWESI SELATAN,KABUPATEN SOPPENG,MARIO RIWAWO
5661,SULAWESI SELATAN,KABUPATEN SOPPENG,LALABATA
5662,SULAWESI SELATAN,KABUPATEN SOPPENG,LILI RIAJA
5663,SULAWESI SELATAN,KABUPATEN SOPPENG,GANRA
5664,SULAWESI SELATAN,KABUPATEN SOPPENG,CITTA
5665,SULAWESI SELATAN,KABUPATEN SOPPENG,LILI RILAU
5666,SULAWESI SELATAN,KABUPATEN SOPPENG,DONRI DONRI
5667,SULAWESI SELATAN,KABUPATEN SOPPENG,MARIO RIAWA
5668,SULAWESI SELATAN,KABUPATEN WAJO,SABBANG PARU
5669,SULAWESI SELATAN,KABUPATEN WAJO,TEMPE
5670,SULAWESI SELATAN,KABUPATEN WAJO,PAMMANA
5671,SULAWESI SELATAN,KABUPATEN WAJO,BOLA
5672,SULAWESI SELATAN,KABUPATEN WAJO,TAKKALALLA
5673,SULAWESI SELATAN,KABUPATEN WAJO,SAJOANGING
5674,SULAWESI SELATAN,KABUPATEN WAJO,PENRANG
5675,SULAWESI SELATAN,KABUPATEN WAJO,MAJAULENG
5676,SULAWESI SELATAN,KABUPATEN WAJO,TANA SITOLO
5677,SULAWESI SELATAN,KABUPATEN WAJO,BELAWA
5678,SULAWESI SELATAN,KABUPATEN WAJO,MANIANG PAJO
5679,SULAWESI SELATAN,KABUPATEN WAJO,GILIRENG
5680,SULAWESI SELATAN,KABUPATEN WAJO,KEERA
5681,SULAWESI SELATAN,KABUPATEN WAJO,PITUMPANUA
5682,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG,PANCA LAUTANG
5683,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG,TELLULIMPO E
5684,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG,WATANG PULU
5685,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG,BARANTI
5686,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG,PANCA RIJANG
5687,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG,KULO
5688,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG,MARITENGNGAE
5689,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG,WATANG SIDENRENG
5690,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG,PITU RIAWA
5691,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG,DUAPITUE
5692,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG,PITU RIASE
5693,SULAWESI SELATAN,KABUPATEN PINRANG,SUPPA
5694,SULAWESI SELATAN,KABUPATEN PINRANG,MATTIROSOMPE
5695,SULAWESI SELATAN,KABUPATEN PINRANG,LANRISANG
5696,SULAWESI SELATAN,KABUPATEN PINRANG,MATTIRO BULU
5697,SULAWESI SELATAN,KABUPATEN PINRANG,WATANG SAWITTO
5698,SULAWESI SELATAN,KABUPATEN PINRANG,PALETEANG
5699,SULAWESI SELATAN,KABUPATEN PINRANG,TIROANG
5700,SULAWESI SELATAN,KABUPATEN PINRANG,PATAMPANUA
5701,SULAWESI SELATAN,KABUPATEN PINRANG,CEMPA
5702,SULAWESI SELATAN,KABUPATEN PINRANG,DUAMPANUA
5703,SULAWESI SELATAN,KABUPATEN PINRANG,BATULAPPA
5704,SULAWESI SELATAN,KABUPATEN PINRANG,LEMBANG
5705,SULAWESI SELATAN,KABUPATEN ENREKANG,MAIWA
5706,SULAWESI SELATAN,KABUPATEN ENREKANG,BUNGIN
5707,SULAWESI SELATAN,KABUPATEN ENREKANG,ENREKANG
5708,SULAWESI SELATAN,KABUPATEN ENREKANG,CENDANA
5709,SULAWESI SELATAN,KABUPATEN ENREKANG,BARAKA
5710,SULAWESI SELATAN,KABUPATEN ENREKANG,BUNTU BATU
5711,SULAWESI SELATAN,KABUPATEN ENREKANG,ANGGERAJA
5712,SULAWESI SELATAN,KABUPATEN ENREKANG,MALUA
5713,SULAWESI SELATAN,KABUPATEN ENREKANG,ALLA
5714,SULAWESI SELATAN,KABUPATEN ENREKANG,CURIO
5715,SULAWESI SELATAN,KABUPATEN ENREKANG,MASALLE
5716,SULAWESI SELATAN,KABUPATEN ENREKANG,BAROKO
5717,SULAWESI SELATAN,KABUPATEN LUWU,LAROMPONG
5718,SULAWESI SELATAN,KABUPATEN LUWU,LAROMPONG SELATAN
5719,SULAWESI SELATAN,KABUPATEN LUWU,SULI
5720,SULAWESI SELATAN,KABUPATEN LUWU,SULI BARAT
5721,SULAWESI SELATAN,KABUPATEN LUWU,BELOPA
5722,SULAWESI SELATAN,KABUPATEN LUWU,KAMANRE
5723,SULAWESI SELATAN,KABUPATEN LUWU,BELOPA UTARA
5724,SULAWESI SELATAN,KABUPATEN LUWU,BAJO
5725,SULAWESI SELATAN,KABUPATEN LUWU,BAJO BARAT
5726,SULAWESI SELATAN,KABUPATEN LUWU,BASSESANGTEMPE
5727,SULAWESI SELATAN,KABUPATEN LUWU,LATIMOJONG
5728,SULAWESI SELATAN,KABUPATEN LUWU,BASSESANGTEMPE UTARA
5729,SULAWESI SELATAN,KABUPATEN LUWU,BUPON
5730,SULAWESI SELATAN,KABUPATEN LUWU,PONRANG
5731,SULAWESI SELATAN,KABUPATEN LUWU,PONRANG SELATAN
5732,SULAWESI SELATAN,KABUPATEN LUWU,BUA
5733,SULAWESI SELATAN,KABUPATEN LUWU,WALENRANG
5734,SULAWESI SELATAN,KABUPATEN LUWU,WALENRANG TIMUR
5735,SULAWESI SELATAN,KABUPATEN LUWU,LAMASI
5736,SULAWESI SELATAN,KABUPATEN LUWU,WALENRANG UTARA
5737,SULAWESI SELATAN,KABUPATEN LUWU,WALENRANG BARAT
5738,SULAWESI SELATAN,KABUPATEN LUWU,LAMASI TIMUR
5739,SULAWESI SELATAN,KABUPATEN TANA TORAJA,BONGGAKARADENG
5740,SULAWESI SELATAN,KABUPATEN TANA TORAJA,SIMBUANG
5741,SULAWESI SELATAN,KABUPATEN TANA TORAJA,RANO
5742,SULAWESI SELATAN,KABUPATEN TANA TORAJA,MAPPAK
5743,SULAWESI SELATAN,KABUPATEN TANA TORAJA,MENGKENDEK
5744,SULAWESI SELATAN,KABUPATEN TANA TORAJA,GANDANG BATU SILANAN
5745,SULAWESI SELATAN,KABUPATEN TANA TORAJA,SANGALLA
5746,SULAWESI SELATAN,KABUPATEN TANA TORAJA,SANGALA SELATAN
5747,SULAWESI SELATAN,KABUPATEN TANA TORAJA,SANGALLA UTARA
5748,SULAWESI SELATAN,KABUPATEN TANA TORAJA,MAKALE
5749,SULAWESI SELATAN,KABUPATEN TANA TORAJA,MAKALE SELATAN
5750,SULAWESI SELATAN,KABUPATEN TANA TORAJA,MAKALE UTARA
5751,SULAWESI SELATAN,KABUPATEN TANA TORAJA,SALUPUTTI
5752,SULAWESI SELATAN,KABUPATEN TANA TORAJA,BITTUANG
5753,SULAWESI SELATAN,KABUPATEN TANA TORAJA,REMBON
5754,SULAWESI SELATAN,KABUPATEN TANA TORAJA,MASANDA
5755,SULAWESI SELATAN,KABUPATEN TANA TORAJA,MALIMBONG BALEPE
5756,SULAWESI SELATAN,KABUPATEN TANA TORAJA,RANTETAYO
5757,SULAWESI SELATAN,KABUPATEN TANA TORAJA,KURRA
5758,SULAWESI SELATAN,KABUPATEN LUWU UTARA,SABBANG
5759,SULAWESI SELATAN,KABUPATEN LUWU UTARA,BAEBUNTA
5760,SULAWESI SELATAN,KABUPATEN LUWU UTARA,MALANGKE
5761,SULAWESI SELATAN,KABUPATEN LUWU UTARA,MALANGKE BARAT
5762,SULAWESI SELATAN,KABUPATEN LUWU UTARA,SUKAMAJU
5763,SULAWESI SELATAN,KABUPATEN LUWU UTARA,BONE-BONE
5764,SULAWESI SELATAN,KABUPATEN LUWU UTARA,TANA LILI
5765,SULAWESI SELATAN,KABUPATEN LUWU UTARA,MASAMBA
5766,SULAWESI SELATAN,KABUPATEN LUWU UTARA,MAPPEDECENG
5767,SULAWESI SELATAN,KABUPATEN LUWU UTARA,RAMPI
5768,SULAWESI SELATAN,KABUPATEN LUWU UTARA,LIMBONG
5769,SULAWESI SELATAN,KABUPATEN LUWU UTARA,SEKO
5770,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,BURAU
5771,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,WOTU
5772,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,TOMONI
5773,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,TOMONI TIMUR
5774,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,ANGKONA
5775,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,MALILI
5776,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,TOWUTI
5777,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,NUHA
5778,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,WASUPONDA
5779,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,MANGKUTANA
5780,SULAWESI SELATAN,KABUPATEN LUWU TIMUR,KALAENA
5781,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,SOPAI
5782,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,KESU
5783,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,SANGGALANGI
5784,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,BUNTAO
5785,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,RANTEBUA
5786,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,NANGGALA
5787,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,TONDON
5788,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,TALLUNGLIPU
5789,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,RANTEPAO
5790,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,TIKALA
5791,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,SESEAN
5792,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,BALUSU
5793,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,SA'DAN
5794,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,BENGKELEKILA
5795,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,SESEAN SULOARA
5796,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,KAPALA PITU
5797,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,DENDE PIONGAN NAPO
5798,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,AWAN RANTE KARUA
5799,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,RINDINGALO
5800,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,BUNTU PEPASAN
5801,SULAWESI SELATAN,KABUPATEN TORAJA UTARA,BARUPPU
5802,SULAWESI SELATAN,KOTA MAKASSAR,MARISO
5803,SULAWESI SELATAN,KOTA MAKASSAR,MAMAJANG
5804,SULAWESI SELATAN,KOTA MAKASSAR,TAMALATE
5805,SULAWESI SELATAN,KOTA MAKASSAR,RAPPOCINI
5806,SULAWESI SELATAN,KOTA MAKASSAR,MAKASSAR
5807,SULAWESI SELATAN,KOTA MAKASSAR,UJUNG PANDANG
5808,SULAWESI SELATAN,KOTA MAKASSAR,WAJO
5809,SULAWESI SELATAN,KOTA MAKASSAR,BONTOALA
5810,SULAWESI SELATAN,KOTA MAKASSAR,UJUNG TANAH
5811,SULAWESI SELATAN,KOTA MAKASSAR,KEPULAUAN SANGKARRANG
5812,SULAWESI SELATAN,KOTA MAKASSAR,TALLO
5813,SULAWESI SELATAN,KOTA MAKASSAR,PANAKKUKANG
5814,SULAWESI SELATAN,KOTA MAKASSAR,MANGGALA
5815,SULAWESI SELATAN,KOTA MAKASSAR,BIRING KANAYA
5816,SULAWESI SELATAN,KOTA MAKASSAR,TAMALANREA
5817,SULAWESI SELATAN,KOTA PAREPARE,BACUKIKI
5818,SULAWESI SELATAN,KOTA PAREPARE,BACUKIKI BARAT
5819,SULAWESI SELATAN,KOTA PAREPARE,UJUNG
5820,SULAWESI SELATAN,KOTA PAREPARE,SOREANG
5821,SULAWESI SELATAN,KOTA PALOPO,WARA SELATAN
5822,SULAWESI SELATAN,KOTA PALOPO,SENDANA
5823,SULAWESI SELATAN,KOTA PALOPO,WARA
5824,SULAWESI SELATAN,KOTA PALOPO,WARA TIMUR
